group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0012144017770296626,0.0361096261653,0.171192808679,88.9677235467,4.74091888672,15.2306344758,7.9734155459e-05,0.000378013163532,0.0336309706302,0.593190193063
