group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0037749246257975273,0.029040038602,0.233426361302,126.086742292,8.03808715617,29.4319694616,0.000128259328032,0.00103095965731,0.129990344625,0.52604558823
