group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.00431035370180418,0.020895489017,0.2382319372,162.741750156,11.4011180598,38.770282403,0.00011117674246,0.00126753916628,0.206281542312,0.709564962318
