group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho
all,0.0013054675226764972,0.0300006720638,0.0980482080714,98.2547292073,3.26820038774,9.63370013332,0.000135510500079,0.000442875468901,0.0435146092694
