group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho
all,0.001883174389647413,0.0312927452475,0.140257568631,127.698196179,4.48211134952,17.9106385147,0.000105142783609,0.000471261663734,0.0601792643871
