group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.003711442593916854,0.0275854919479,0.199256047609,117.555091632,7.22321892919,23.4235629349,0.000158449105468,0.00114451257793,0.134543280973,0.484272648481
