group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho
all,0.0013175721752126922,0.0291101807311,0.0804862570581,96.3677080917,2.7648834544,7.75627612557,0.000169871746942,0.00046967558249,0.0452615594312
