l,m,v,n,t,b
0,0.001741376976516426,1.3281983525657117e-05,1309,Ks,all
3,0.04988020544835101,0.08375164547150844,1309,P2,all
6,0.0471439572965212,0.10355958760901914,1309,P2,all
9,0.028866496261154916,0.04235587397415755,1309,P2,all
12,0.045508901505066035,0.13551446684263865,1309,P2,all
15,0.027938922246726675,0.06473117111066758,1309,P2,all
18,0.020728217997136422,0.037022463931591296,1309,P2,all
21,0.02803165287076471,0.06971974616518664,1309,P2,all
24,0.02313290707456513,0.04198016595061304,1309,P2,all
27,0.026947829009782515,0.05608604066938816,1309,P2,all
30,0.016148715948511982,0.02519293921265438,1309,P2,all
33,0.023846879246596862,0.03865755133439603,1309,P2,all
36,0.01828158565468329,0.04250231644904497,1309,P2,all
39,0.01637278945847405,0.04507822977534664,1309,P2,all
42,0.028111107110169595,0.05165537282555826,1309,P2,all
45,0.016972035768537886,0.03058065417127911,1309,P2,all
48,0.019396312200705923,0.042932458769504064,1309,P2,all
51,0.008613933438575905,0.014630041554546268,1309,P2,all
54,0.01906156649511708,0.049679643722862196,1309,P2,all
57,0.007819129948095105,0.01170017370760613,1309,P2,all
60,0.01254783376345291,0.03136924244641919,1309,P2,all
63,0.00617419494241637,0.013852394193648702,1309,P2,all
66,0.014430236287485208,0.03831512496711153,1308,P2,all
69,0.02322439410864702,0.26719624919875784,1306,P2,all
72,0.0018417010093393178,0.0017624815269915467,1307,P2,all
75,0.001999295373392262,0.0022258915642193343,1305,P2,all
78,0.01019267734651195,0.028491170728005465,1305,P2,all
81,0.0015298968716022493,0.0013956422700068698,1303,P2,all
84,0.006130136737269172,0.03262725078791935,1301,P2,all
87,0.002471688323602896,0.007916631344613973,1297,P2,all
90,0.004350381899285143,0.02196559674505393,1295,P2,all
93,0.004532508679040054,0.022635396446862188,1293,P2,all
96,0.0058309838126345435,0.03755996532706171,1283,P2,all
99,0.00020356528974757246,5.26687493585067e-05,1272,P2,all
102,0.0013346368355624135,0.0013487662395760438,1256,P2,all
105,0.00017665643548711387,3.879091777537294e-05,1244,P2,all
108,0.00020865618030828335,5.363807874759839e-05,1233,P2,all
111,0.0008280040143802195,0.0008254511399870295,1205,P2,all
114,0.00033848575659093673,0.00013565396717928765,1185,P2,all
117,0.00037375002733002047,0.00016189964711493243,1160,P2,all
120,0.00033665291453204883,0.0001282954292648288,1133,P2,all
123,0.0004153756525260402,0.00018892794131901989,1096,P2,all
126,0,0,1068,P2,all
129,0.0006492982187843934,0.00043465741040100004,1032,P2,all
132,0,0,981,P2,all
135,0,0,934,P2,all
138,0,0,881,P2,all
141,0,0,812,P2,all
144,0,0,765,P2,all
147,0,0,691,P2,all
150,0,0,623,P2,all
153,0,0,557,P2,all
156,0,0,491,P2,all
159,0,0,429,P2,all
162,0,0,371,P2,all
165,0,0,318,P2,all
168,0,0,271,P2,all
171,0,0,215,P2,all
174,0,0,163,P2,all
177,0,0,101,P2,all
180,0,0,51,P2,all
183,0,0,15,P2,all
0,0.3925632476677508,0.6439398127286827,1309,P4,all
3,0.04319663757360735,0.06632395144600223,1309,P4,all
6,0.035956665215920086,0.06689866594059656,1309,P4,all
9,0.02653265675280344,0.048237251527229824,1309,P4,all
12,0.033416920535105615,0.06024308187142987,1309,P4,all
15,0.025964410644638804,0.04925316135327446,1309,P4,all
18,0.0239377573846796,0.04852071765330367,1309,P4,all
21,0.024744540622860453,0.043379780337363186,1309,P4,all
24,0.022373102700421598,0.03952247133706246,1309,P4,all
27,0.021672677609907605,0.03716901485415576,1309,P4,all
30,0.01832125794038687,0.034955143340434584,1309,P4,all
33,0.019536457235073343,0.028676538189563644,1309,P4,all
36,0.017900166315824438,0.024878697937404617,1309,P4,all
39,0.015312372043668003,0.019499232179166208,1309,P4,all
42,0.017302741892830067,0.020133196349450704,1309,P4,all
45,0.014123519869002177,0.013223535601117033,1309,P4,all
48,0.015966704362595025,0.015771759457616236,1309,P4,all
51,0.013798077203528695,0.012222042449018542,1309,P4,all
54,0.013845880616245709,0.011572531623327274,1309,P4,all
57,0.011300809090059425,0.008721284250676403,1309,P4,all
60,0.011303001020255162,0.008441541190044042,1309,P4,all
63,0.009324765777931098,0.007270735217518873,1309,P4,all
66,0.009552182797028822,0.004355809898511834,1309,P4,all
69,0.012475253140152492,0.007993172067890632,1309,P4,all
72,0.006244296041439504,0.0026644835373372385,1309,P4,all
75,0.00815723967122504,0.004022091980373229,1309,P4,all
78,0.010728848879376756,0.006415464774890041,1309,P4,all
81,0.010491288019138761,0.007720606180061218,1309,P4,all
84,0.008218165882835396,0.003639762858830373,1309,P4,all
87,0.00812263482978377,0.004870722592506382,1309,P4,all
90,0.0076505999760791464,0.0037845878579127637,1309,P4,all
93,0.00690490803113856,0.004040969777541586,1309,P4,all
96,0.008241992154564136,0.004364574791346769,1308,P4,all
99,0.0068063696029395295,0.002829395536831409,1308,P4,all
102,0.005470662693723199,0.0023960947372615653,1308,P4,all
105,0.007458822265183961,0.004229279202445045,1308,P4,all
108,0.006184582319394307,0.00221566777749561,1308,P4,all
111,0.0066436005227064054,0.002752082374370212,1308,P4,all
