l,m,v,n,t,b
0,0.0037749246257975273,2.7585353050708664e-05,1321,Ks,all
3,0.05122496536140286,0.08771506629722435,1321,P2,all
6,0.04245678018741002,0.054793032683585624,1321,P2,all
9,0.023391057994158106,0.031214345813942418,1321,P2,all
12,0.03088548594078595,0.04066912114194567,1321,P2,all
15,0.024483425325253688,0.037997286465665595,1321,P2,all
18,0.02174463331367305,0.02604815642416388,1321,P2,all
21,0.028120740760155062,0.050537174104080804,1321,P2,all
24,0.021535238769446213,0.0318630858894151,1321,P2,all
27,0.02028906507346164,0.027006001537371316,1321,P2,all
30,0.022615010628015596,0.038630627796268524,1321,P2,all
33,0.02127682701999631,0.028088206471984747,1321,P2,all
36,0.020230793056041616,0.03372491675848557,1321,P2,all
39,0.022829742579661975,0.05566583594479297,1321,P2,all
42,0.022710656500941624,0.037603323394602664,1321,P2,all
45,0.017109059348854268,0.03505264838093778,1321,P2,all
48,0.020689764028621004,0.0399256777827809,1321,P2,all
51,0.01824505517614618,0.03101739217107808,1321,P2,all
54,0.02585996914518109,0.06839259761024939,1321,P2,all
57,0.020314552348731498,0.053965395977151595,1321,P2,all
60,0.029928942145957885,0.08832310807570452,1321,P2,all
63,0.012121500673428503,0.02507569239795438,1321,P2,all
66,0.012054577355958883,0.022802887672143488,1320,P2,all
69,0.021584532971820752,0.044321324968369394,1320,P2,all
72,0.013080042764112693,0.032913016595333515,1320,P2,all
75,0.014316268693813737,0.03524710851141319,1320,P2,all
78,0.013062282776643128,0.0386856770754622,1318,P2,all
81,0.00969731813224907,0.03394888520690614,1318,P2,all
84,0.015854709551615696,0.05782328771847785,1316,P2,all
87,0.01342852970616583,0.06869580771080028,1315,P2,all
90,0.009073787978094803,0.03537987740139994,1314,P2,all
93,0.0042473497158031955,0.015374929249326489,1310,P2,all
96,0.01259455814163335,0.06962260019824464,1308,P2,all
99,0.0056469433422186265,0.020878535164013046,1302,P2,all
102,0.012220524037950415,0.13447194656600153,1295,P2,all
