l,m,v,n,t,b
0,0.003711442593916854,2.695195268777518e-05,1318,Ks,all
3,0.05190008372390903,0.08329131871855167,1318,P2,all
6,0.042585876956824135,0.05544213086612598,1318,P2,all
9,0.02308659001731209,0.03220730290782039,1318,P2,all
12,0.029088373947274506,0.03309001997808603,1318,P2,all
15,0.023049033249899663,0.027443461983709144,1318,P2,all
18,0.02052474601495298,0.01953788476522462,1318,P2,all
21,0.0253772444594246,0.04068631319493768,1318,P2,all
24,0.01845231669864954,0.019922714986751307,1318,P2,all
27,0.018029796842024683,0.017116172330748518,1318,P2,all
30,0.02087476021929127,0.032928186612084666,1318,P2,all
33,0.020720147775933895,0.023833194817206377,1318,P2,all
36,0.01844156530482022,0.025879369243697155,1318,P2,all
39,0.020525023767128236,0.04173739118734566,1318,P2,all
42,0.019542510356978394,0.028134741042844164,1318,P2,all
45,0.015625740624966727,0.028226629662602833,1318,P2,all
48,0.01727194409785767,0.024451712129743192,1318,P2,all
51,0.01676245378600793,0.026005977023311228,1318,P2,all
54,0.022753245301286203,0.049728193187161415,1318,P2,all
57,0.016588450707922173,0.03481371290569671,1318,P2,all
60,0.025219049995841413,0.06449651683592622,1318,P2,all
63,0.011479768363224983,0.02330535072273278,1318,P2,all
66,0.008442183576013368,0.013665508309567852,1317,P2,all
69,0.019629168149449372,0.043231116709339955,1317,P2,all
72,0.008549851264309464,0.011148542734123846,1317,P2,all
75,0.01450737178933067,0.033640121610794396,1317,P2,all
78,0.010325745085842252,0.024393586554600156,1316,P2,all
81,0.007889105114810674,0.022695305282239134,1316,P2,all
84,0.013212066377982215,0.049119318419835786,1315,P2,all
87,0.010388166758731124,0.0422704021581461,1313,P2,all
90,0.009725155126322008,0.053463038659873674,1312,P2,all
93,0.00423742645505769,0.015180676943965023,1309,P2,all
96,0.01216717185657831,0.06753441084207666,1305,P2,all
99,0.006949519789770211,0.038483325715862056,1300,P2,all
102,0.009916785371767555,0.06725247785733683,1292,P2,all
105,0.002903093009164075,0.010787774745417356,1281,P2,all
108,0.0061356404868941564,0.023902404828463047,1270,P2,all
111,0.0007929457530955165,0.0007688083708138663,1249,P2,all
114,8.662938528919285e-07,9.283252539336694e-10,1238,P2,all
117,1.1338387741918313e-06,1.5787049692771047e-09,1229,P2,all
120,0,0,1196,P2,all
123,0,0,1158,P2,all
126,0.0014450866793994108,0.0022933307209481377,1115,P2,all
129,4.09245115596579e-05,1.8155001606938851e-06,1085,P2,all
132,0.002089688635015341,0.004602605715243141,1055,P2,all
135,0,0,1007,P2,all
138,0,0,956,P2,all
141,0,0,922,P2,all
144,0,0,871,P2,all
147,0,0,807,P2,all
150,0.00019119435423791087,2.7599237224801063e-05,756,P2,all
153,0,0,691,P2,all
156,0,0,623,P2,all
159,0,0,553,P2,all
162,0,0,481,P2,all
165,0,0,409,P2,all
168,0,0,341,P2,all
171,0,0,271,P2,all
174,0,0,206,P2,all
177,0,0,135,P2,all
180,0,0,68,P2,all
183,0,0,7,P2,all
0,0.32921830425775306,0.15395013378781675,1318,P4,all
3,0.021494848903798196,0.011752343323039833,1318,P4,all
6,0.017534045753736315,0.009437420290492599,1318,P4,all
9,0.01382978822671384,0.00859952987276273,1318,P4,all
12,0.013868385579679142,0.00792506948874189,1318,P4,all
15,0.012020351798587674,0.006707043925600561,1318,P4,all
18,0.012461845400562404,0.006443292233285152,1318,P4,all
21,0.012348664828552255,0.005933647280144581,1318,P4,all
24,0.011521354931492504,0.00503552165299197,1318,P4,all
27,0.011273807377878458,0.004896467425907431,1318,P4,all
30,0.011466866401412012,0.004360907583641073,1318,P4,all
33,0.011348544822783203,0.00405309838393629,1318,P4,all
36,0.010014141120126212,0.003152473192489625,1318,P4,all
39,0.009675443745930174,0.002812210016258295,1318,P4,all
42,0.010451342783977444,0.0032188330055914305,1318,P4,all
45,0.008179241712106192,0.002073525941659731,1318,P4,all
48,0.008430325068404066,0.0022352758421143428,1318,P4,all
51,0.00885047519257208,0.0028077238624853425,1318,P4,all
54,0.0069890181053361925,0.001756623092887334,1318,P4,all
57,0.008957384719186522,0.00259265086597305,1318,P4,all
60,0.007707454941167228,0.0016976740770046966,1318,P4,all
63,0.0060058194924419665,0.0012665001205484174,1318,P4,all
66,0.005682642204311011,0.0010724555531559101,1317,P4,all
69,0.006188503901409592,0.0013278377809798267,1317,P4,all
72,0.005375552626780597,0.0013474405357178088,1317,P4,all
75,0.005812223695214216,0.0013447741297683646,1317,P4,all
78,0.006426060881864613,0.001255017604915786,1316,P4,all
81,0.007053225914102573,0.002129581065309672,1316,P4,all
84,0.007207467084187668,0.0022460501673345784,1316,P4,all
87,0.006951077161930473,0.002101837195733234,1316,P4,all
90,0.0061481147462747405,0.0012779635133643632,1316,P4,all
93,0.003919965134181701,0.0006920538722325741,1316,P4,all
96,0.0054787397845191795,0.0019493707418043545,1316,P4,all
99,0.004539353576197251,0.0010358692113674396,1316,P4,all
102,0.004249723511068347,0.0009151415577335323,1316,P4,all
105,0.004670902904908387,0.0009650545562744281,1316,P4,all
108,0.004299661777938106,0.0008390118505037351,1316,P4,all
111,0.005045553071852926,0.0014856707622532658,1315,P4,all
114,0.004621175048859381,0.0010841928980591796,1314,P4,all
117,0.005377602573587594,0.0011775816635895679,1313,P4,all
120,0.004715883551349966,0.0011038540437249727,1314,P4,all
123,0.0042514559072092456,0.0007968905646726902,1313,P4,all
126,0.004560492660811777,0.0008030578516541528,1313,P4,all
129,0.004489330679771339,0.0008754636509550665,1313,P4,all
132,0.004864727602793428,0.0014251209179473095,1313,P4,all
135,0.005692907656209381,0.0014966807696439554,1313,P4,all
138,0.0053388498697281754,0.0013342320362286976,1313,P4,all
141,0.005002122630460598,0.0011475870112058761,1311,P4,all
144,0.006416371075005383,0.0016752310314279057,1311,P4,all
147,0.00414181787671387,0.0006679117776153553,1311,P4,all
150,0.005707537226930998,0.0016865948173598174,1311,P4,all
153,0.004801207795664909,0.0015937430537071354,1309,P4,all
156,0.0038809101459780335,0.0006005925973311876,1307,P4,all
159,0.004291011495157464,0.0011252754496906155,1306,P4,all
162,0.00588752916261805,0.0017945242821632988,1305,P4,all
165,0.00552590081693166,0.001224633130841981,1305,P4,all
168,0.005369378502197492,0.001704461459773827,1304,P4,all
171,0.0052180820829601975,0.002108194256403813,1304,P4,all
174,0.004998143892330608,0.001205742828134893,1304,P4,all
177,0.00581381720854344,0.0014816033833941673,1303,P4,all
180,0.005255906059651277,0.0018184994707276957,1303,P4,all
183,0.0043446951607943015,0.0011127749229056074,1303,P4,all
186,0.003677312129752593,0.0007583626234726846,1303,P4,all
189,0.0070290726083237645,0.004138668346406066,1303,P4,all
192,0.005602020925124874,0.0016896132750879094,1302,P4,all
195,0.004897083606311687,0.0012728536654900322,1300,P4,all
198,0.003642429883408378,0.0007448881934263466,1300,P4,all
201,0.004570240353657073,0.0011591899728266718,1298,P4,all
204,0.0038494552010787495,0.0006421240430509181,1298,P4,all
207,0.005694733632784729,0.005721812045493071,1298,P4,all
210,0.003603703028667572,0.0006128670907046726,1298,P4,all
213,0.005018577041863542,0.0014290937149676805,1297,P4,all
216,0.005622086347795325,0.0015719312863212121,1296,P4,all
219,0.005677942765779366,0.001969050897561379,1295,P4,all
222,0.00570462466443632,0.002068651671305943,1294,P4,all
225,0.004764379284948279,0.0008740473562102537,1293,P4,all
228,0.003308648148488818,0.000801741725715145,1291,P4,all
231,0.00405934049183224,0.0008489259758007499,1289,P4,all
234,0.003195973265592985,0.0006660197716940735,1287,P4,all
237,0.004436126492431557,0.001076913443575474,1287,P4,all
240,0.0030573996224820417,0.00043293998823792115,1287,P4,all
243,0.003739501166713547,0.0007182670327102844,1286,P4,all
246,0.0030031338227647117,0.0003727268972520734,1286,P4,all
249,0.0036135172446201524,0.000568201315535584,1285,P4,all
252,0.0024849882920416275,0.0003071342403784029,1283,P4,all
255,0.004871750452088553,0.0009786189537278874,1281,P4,all
258,0.0044174681266103575,0.001202214210430874,1279,P4,all
261,0.003939765098501034,0.001366569558928943,1278,P4,all
