l,m,v,n,t,b
0,0.0044023715484441134,2.0765066366730784e-05,1337,Ks,all
3,0.038485333349626394,0.05463615963765204,1337,P2,all
6,0.03121736691385662,0.028389032181262083,1337,P2,all
9,0.018205404984595983,0.014479086959344956,1337,P2,all
12,0.025082294637435675,0.018114781722961368,1337,P2,all
15,0.02134132163356428,0.01769434273198609,1337,P2,all
18,0.01885944101847877,0.02042820313701002,1337,P2,all
21,0.021617661474883976,0.04014402264295852,1337,P2,all
24,0.019970351912207973,0.04686126495248569,1337,P2,all
27,0.017294064661872097,0.020752364194919513,1337,P2,all
30,0.016470486997287734,0.012643898791841737,1337,P2,all
33,0.016055739418519562,0.011610035507208603,1337,P2,all
36,0.016701559964971354,0.016824217099901517,1337,P2,all
39,0.019785946222850213,0.029444013494742974,1337,P2,all
42,0.020574497220413924,0.04141214073106865,1337,P2,all
45,0.019204963345525843,0.038640362621891515,1337,P2,all
48,0.01544181985948015,0.01716445659448158,1337,P2,all
51,0.013151741465932742,0.008079828229279473,1337,P2,all
54,0.015407305559597073,0.013442481383152842,1337,P2,all
57,0.01243572517745976,0.009981009982453206,1337,P2,all
60,0.01250442836315922,0.01243195863773568,1337,P2,all
63,0.007067476815015243,0.006345968234677695,1337,P2,all
66,0.011938298939431729,0.016540274314949657,1337,P2,all
69,0.01665033510949948,0.04090990627564199,1337,P2,all
72,0.01010048531688061,0.01102031370844493,1337,P2,all
75,0.008406782268159076,0.010950344928613647,1336,P2,all
78,0.010464726494335662,0.01397796238736175,1336,P2,all
81,0.013410893324096866,0.02314093175684078,1336,P2,all
84,0.006041554748569781,0.009049453347089186,1336,P2,all
87,0.011255606598872666,0.023928350582852746,1336,P2,all
90,0.00445116624908467,0.006843385074733634,1336,P2,all
93,0.0034482832362444094,0.003498198004127278,1334,P2,all
96,0.01454150868565617,0.06134079936190926,1331,P2,all
99,0.0109981758727006,0.029448676225009088,1327,P2,all
102,0.004523675182661413,0.010057908164690996,1326,P2,all
105,0.003636287653119866,0.005915463663014988,1321,P2,all
108,0.006919594185142935,0.030591212958425422,1320,P2,all
111,0.001014447157704245,0.0013070955603062023,1316,P2,all
114,0.005256729554314998,0.036127344434079,1310,P2,all
117,0.003891588595434664,0.01968932146405877,1304,P2,all
120,0.007097920703243993,0.05687993702727554,1294,P2,all
123,3.6010616415917794e-06,1.650781201695011e-08,1274,P2,all
126,0.004933909732751562,0.0305080012285009,1260,P2,all
129,8.265878122446029e-06,8.492765323096893e-08,1244,P2,all
132,0,0,1213,P2,all
135,5.96027996192317e-06,4.22036254227094e-08,1189,P2,all
138,0,0,1156,P2,all
141,0,0,1116,P2,all
144,0,0,1072,P2,all
147,3.1222002315102734e-05,9.80662309135666e-07,1007,P2,all
150,0,0,947,P2,all
153,0,0,901,P2,all
156,6.612566242013607e-05,3.620515474855485e-06,829,P2,all
159,0.00014205381334820463,1.5316077988055816e-05,760,P2,all
162,0,0,665,P2,all
165,0,0,571,P2,all
168,0,0,479,P2,all
171,0,0,402,P2,all
174,0,0,321,P2,all
177,0,0,221,P2,all
180,0,0,121,P2,all
183,0,0,27,P2,all
0,0.29969501191378856,0.1416000246422813,1337,P4,all
3,0.024842164039725247,0.01023275506890307,1337,P4,all
6,0.01903105594625342,0.008863451508290827,1337,P4,all
9,0.015870317258156845,0.00717319176001976,1337,P4,all
