group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho
all,0.0019173025798473898,0.031437519265,0.13350979305,128.617307128,4.24682978084,17.1716700573,0.000111654986,0.000474179719725,0.0609877186456
