group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.001741376976516426,0.0329730847669,0.167901725145,91.7706263045,5.09208423574,15.4084464742,0.00011301444175,0.000575479057247,0.0528120735087,0.838354416664
