group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0011161805625582756,0.0449069135014,0.364437467995,81.8763763186,8.11539782141,29.8388192742,3.74069949719e-05,0.000303572645501,0.024855428163,0.715407146092
