group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0044023715484441134,0.0225000715131,0.241512321395,149.383210743,10.7338468349,36.077886004,0.000122024099415,0.00130978799328,0.19566033583,0.70128070143
