group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0010137098772005128,0.0771260080977,0.0530650673631,67.6744925286,0.688030778099,3.59115150479,0.000282279897088,0.000194217257235,0.0131435543237,0.246366905524
