l,m,v,n,t,b
0,0.0002573427967606526,3.776410434578394e-06,1342,Ks,all
3,0.08343281871168531,1.0644150737876814,1342,P2,all
6,0.04791797000976518,0.44489909699386265,1342,P2,all
9,0.07163024919691857,2.2108771723482894,1342,P2,all
12,0.06939456885568002,1.255577300954462,1342,P2,all
15,0.08861092161243332,1.8213700377073254,1342,P2,all
18,0.07713086923685562,0.9317230855220112,1342,P2,all
21,0.06161469772006391,0.7095351424691348,1342,P2,all
24,0.025806094877013,0.12354632117095876,1342,P2,all
27,0.09269482953793134,2.260130251482564,1342,P2,all
30,0.07690548665524882,1.0826361556777044,1342,P2,all
33,0.05339827740971534,0.7287974553940011,1342,P2,all
36,0.06840701953340134,2.8625853389302387,1342,P2,all
39,0.05890995839014307,1.0717855628511823,1342,P2,all
42,0.06814009539631657,1.8712125285011352,1342,P2,all
45,0.08626036042428364,1.2737594642229357,1342,P2,all
48,0.08592640274854851,1.6326601540212318,1342,P2,all
51,0.08043576936852237,3.563249204307347,1342,P2,all
54,0.04324745429566905,0.42994241667083144,1342,P2,all
57,0.03610989169183748,0.23083177376013575,1342,P2,all
60,0.021852517193261048,0.1921406150921742,1342,P2,all
63,0.04739620360318701,0.589782987336191,1342,P2,all
66,0.019766137437489305,0.10029317005891913,1342,P2,all
69,0.02996309656453048,0.32489744554173544,1342,P2,all
72,0.019115560854631345,0.11737588833472268,1342,P2,all
75,0.058222779209610526,1.40554620632677,1342,P2,all
78,0.017374038356173904,0.11693188587444611,1342,P2,all
81,0.015041056256658953,0.07409295534386219,1342,P2,all
84,0.029680927983656742,0.22879710640794804,1342,P2,all
87,0.018991081872626044,0.10901263920141109,1342,P2,all
90,0.05494656013321417,1.7263451737500384,1342,P2,all
93,0.03494471976881432,0.3064421361693898,1342,P2,all
96,0.014037450689778313,0.07071605954888299,1342,P2,all
99,0.021522078020543057,0.15524135158240104,1342,P2,all
102,0.015047148376597425,0.07436146847537403,1342,P2,all
105,0.016673987139456822,0.12537007506017142,1342,P2,all
108,0.026564617304936342,0.29474499987638625,1341,P2,all
111,0.027449184061718087,0.1986321487783169,1341,P2,all
114,0.019354193082305446,0.16225447476790517,1341,P2,all
117,0.02471154212361556,0.1559511761523589,1341,P2,all
120,0.012388641117396643,0.15161397952558134,1341,P2,all
123,0.014336311240773244,0.08582854285070898,1341,P2,all
126,0.01706514004914563,0.10917796485597638,1341,P2,all
129,0.007332618487788968,0.05784429915773249,1341,P2,all
132,0.006895143589831113,0.02612242748359992,1341,P2,all
135,0.011203509421044755,0.03346768290069698,1341,P2,all
138,0.011096561601005034,0.07264904591898592,1341,P2,all
141,0.01350880124515097,0.08639030569575717,1341,P2,all
144,0.007059460245419304,0.039857370404178305,1341,P2,all
