group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0016819054555339262,0.0978075369529,0.299282786399,95.4449586075,3.05991537792,28.5650331598,5.88798705791e-05,0.000180167421435,0.0171960720813,0.137967802416
