group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0010738251097784667,0.0935963975504,0.050951281942,515.908412431,0.54437225444,26.286194978,4.08512951637e-05,2.22383116451e-05,0.011472932056,0.303523957779
