group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0013359195073761735,0.0493308029106,0.0486326584564,96.8166361533,0.985847697321,4.70845039894,0.00028372806214,0.000279712656726,0.0270808385138,0.258466381254
