l,m,v,n,t,b
0,0.0003159392788382358,6.317760599058814e-06,1345,Ks,all
3,0.17237425045172075,5.7588197804972205,1345,P2,all
6,0.15238674004053493,7.020548699389434,1345,P2,all
9,0.11677928089585321,5.183823302576049,1345,P2,all
12,0.16005386874901342,7.556409182789161,1345,P2,all
15,0.15192533855529225,4.665142003515896,1345,P2,all
18,0.12433740799438396,6.171118041987259,1345,P2,all
21,0.17055265020079297,7.540526376746222,1345,P2,all
24,0.13819693634060407,5.687034786858981,1345,P2,all
27,0.13236792786304566,3.7967595480806158,1345,P2,all
30,0.12709635449625448,5.529922448452862,1345,P2,all
33,0.14442616144745593,4.600474132686134,1345,P2,all
36,0.1210640382024118,4.7628312324370325,1345,P2,all
39,0.11612751065923728,3.5698859811200823,1345,P2,all
42,0.1302025754169064,4.513081369739488,1345,P2,all
45,0.09032786272824687,1.3181320998819532,1345,P2,all
48,0.0835643682544911,1.3023014452243942,1345,P2,all
51,0.07411695536606012,0.9420154149017429,1345,P2,all
54,0.06354956590477392,0.7155158266928993,1345,P2,all
57,0.0921309246991981,1.1779943559046837,1345,P2,all
60,0.03897306297389239,0.3335953751956238,1345,P2,all
63,0.037799310509656674,0.23687988718262545,1345,P2,all
66,0.041507352816294626,0.38006922525107617,1345,P2,all
69,0.05772905404331534,0.5848199359817515,1345,P2,all
72,0.03269382240355254,0.22336061569364976,1345,P2,all
75,0.03538595113295054,0.3371767754043023,1345,P2,all
78,0.04445247911604517,0.4322458503256028,1345,P2,all
81,0.03027342645197189,0.22116895591564698,1344,P2,all
84,0.04484648163046334,0.627306976551944,1340,P2,all
87,0.02265153818931589,0.22358682137727048,1338,P2,all
90,0.020117675810335196,0.1332392091422816,1337,P2,all
93,0.00719176016382419,0.06904808802904798,1336,P2,all
96,0.018704524868858964,0.42295203607845994,1325,P2,all
99,0.01168695547636716,0.1752384630173528,1284,P2,all
102,0.010065231911697808,0.13038454585246656,1288,P2,all
105,0.007716768493536375,0.046183182505176675,1291,P2,all
108,0,0,1293,P2,all
111,0.0033015533845879436,0.014094029393410382,1294,P2,all
114,0.01200371386655688,0.14258004366990268,1295,P2,all
117,0.02960407834766934,0.37268952409478345,1298,P2,all
120,0.04925485659548,1.3332538202943476,1299,P2,all
123,0.011106593185458355,0.08836282311278636,1302,P2,all
126,0.014672749937671465,0.11738623187936278,1307,P2,all
129,0.009860286540435335,0.060433039431595614,1309,P2,all
132,0.023779695014769075,0.2751395369522668,1311,P2,all
135,0.055531906250274043,1.8135067908033355,1312,P2,all
138,0.02069742610038351,0.14048477595726866,1313,P2,all
141,0.020065163499132205,0.25467649713088847,1314,P2,all
144,0.004438222815667661,0.013012580875107729,1316,P2,all
147,0.02378919479135813,0.23137672251441335,1316,P2,all
150,0.032875719880642466,0.49324584399862004,1316,P2,all
153,0.02364084884168359,0.1770225748935797,1317,P2,all
156,0.023423480124030588,0.2884629630639473,1317,P2,all
159,0.025482810379314227,0.15878685322104277,1318,P2,all
162,0.05779153396258345,2.4041059811325254,1320,P2,all
165,0.07382052959644347,2.1610898094471236,1321,P2,all
168,0.03897061571737894,0.4378679562349586,1321,P2,all
171,0.028936468219469585,0.3068047980261772,1320,P2,all
174,0.009475191593944466,0.03210279824179614,1320,P2,all
177,0.05361801485770307,1.8706325357826223,1321,P2,all
180,0.0798754013175312,2.424991754588511,1321,P2,all
183,0.012573477342030976,0.060167877737869156,1321,P2,all
186,0.050194728432816284,1.0433764762695898,1321,P2,all
189,0.012930022435247025,0.08364511459383764,1321,P2,all
192,0.06617775882715624,2.0647870367407744,1321,P2,all
195,0.07689954881265988,2.1572750678243624,1321,P2,all
198,0.04914298148557996,1.2474795614186072,1320,P2,all
201,0.07425733044971021,4.043214031769898,1320,P2,all
204,0.05103000481573964,1.0708144495127296,1319,P2,all
207,0.09574636393663148,3.2033576273331943,1318,P2,all
210,0.06296534508902354,1.5081181200477691,1316,P2,all
213,0.03404843343951436,0.3616472635599168,1316,P2,all
216,0.012849591920962867,0.10621094350559748,1316,P2,all
219,0.0725725855190958,5.171197220660143,1314,P2,all
222,0.07838709069419932,2.5925611088096447,1314,P2,all
225,0.050292846206322385,1.9723923143728965,1314,P2,all
228,0.04741614133858348,2.017032333331781,1312,P2,all
231,0.019919950027785946,0.15079759524854597,1311,P2,all
234,0.08024595560380966,2.77332715281818,1309,P2,all
237,0.011166366553868889,0.08503095271011415,1308,P2,all
240,0.07124122153172104,3.7276169076877212,1308,P2,all
243,0.025956370975072796,0.3689909245130249,1307,P2,all
246,0.08049470139509263,2.8329454949643433,1306,P2,all
249,0.05152158844853509,2.278706355616091,1304,P2,all
252,0.021426904755272702,0.20054457285362834,1303,P2,all
255,0.054653095458809385,1.9885498673331117,1303,P2,all
258,0.02581747492643722,0.29149027907914615,1302,P2,all
261,0.04889794606913231,1.550024837128871,1300,P2,all
264,0.02113681041019681,0.2462089177229172,1299,P2,all
267,0.04731555112975855,1.9836425834082765,1298,P2,all
270,0.04779694135579146,0.8669190351043328,1294,P2,all
273,0.055159129425315624,2.063931817478146,1290,P2,all
276,0.07109988896376357,3.7155118151344304,1288,P2,all
279,0.08298724460375892,2.947814897729844,1282,P2,all
282,0.019110128915623987,0.28809188650048356,1281,P2,all
285,0.03721488388416905,0.6590624924811408,1281,P2,all
288,0.050315649985149244,1.0571346300242352,1280,P2,all
291,0.016513082551362784,0.07878653614856485,1278,P2,all
294,0.07397728904326217,2.9665456539180437,1276,P2,all
297,0.03488224456500461,0.9798440706816263,1274,P2,all
0,0.34057811834365237,7.13082548830334,1345,P4,all
3,0.0778869777848162,1.02144689858845,1345,P4,all
6,0.06586680851052748,1.0787092845467756,1345,P4,all
9,0.05336517448354069,0.697388189714106,1345,P4,all
12,0.055809979463655256,0.6810164977302295,1345,P4,all
