group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0014712408577305285,0.0875736193132,0.200243499675,956.899675905,2.28657329965,191.612939941,7.67819155732e-06,1.75567478046e-05,0.0168000462841,0.336957029253
