group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0012192697034883902,0.0545591093519,5.53045472751e-08,164.900172637,1.01366294157e-06,9.11972939325e-06,133.695820447,0.00013552249863,0.0223476834203,0.24387743818
