group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0010863889885366193,0.0990628075734,0.597998855908,61.0225971135,6.03656276817,36.4914432584,2.97710611456e-05,0.00017971487928,0.0109666686736,0.35190859525
