group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.002807265028334471,0.117362148802,0.655189781602,83.1031852158,5.5826328019,54.448357772,5.15583048453e-05,0.000287831083839,0.0239196798712,0.135356882055
