group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.003195654849855534,0.0926740035737,0.226840637775,506.874872956,2.44772675214,114.979819453,2.77931802733e-05,6.80301108818e-05,0.0344827538104,0.313594822969
