group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0017418000462515717,0.0962541326255,0.316796334571,100.058334224,3.29124917476,31.6981135254,5.49496437652e-05,0.000180852969696,0.0180958468872,0.193338783296
