l,m,v,n,t,b
0,0.0002067594634512845,2.9575680746375883e-06,1329,Ks,all
3,0.09438116310553964,0.9292601876966168,1329,P2,all
6,0.1331402987716849,5.894365412709134,1329,P2,all
9,0.08721145012491058,0.9666599927646616,1329,P2,all
12,0.14760922730963819,5.126789344644269,1329,P2,all
15,0.09366595118827234,1.4474822118242312,1329,P2,all
18,0.09347329369571195,1.2558201375909492,1329,P2,all
21,0.08789048009179798,1.0479495122930673,1329,P2,all
24,0.08619070167679196,1.615088574518216,1329,P2,all
27,0.06627937796994267,0.6009312710115652,1329,P2,all
30,0.08858421631813311,1.3260080067231474,1329,P2,all
33,0.08447645642304076,1.6409100141412487,1329,P2,all
36,0.09563420100829721,1.8556616729420372,1329,P2,all
39,0.0745125670013834,1.1229727773946696,1329,P2,all
42,0.10592134691521646,3.434004405111599,1329,P2,all
45,0.12170813012944334,2.1467875688873104,1329,P2,all
48,0.10165073279756466,3.669838613105119,1329,P2,all
51,0.0765362665923994,1.0920761818353943,1329,P2,all
54,0.09301775898674294,1.817209962073754,1329,P2,all
57,0.06605350182176557,0.5395463890669742,1329,P2,all
60,0.06784096984792869,0.9718421667103812,1329,P2,all
63,0.030958417814891122,0.33928036920710375,1329,P2,all
66,0.06967571484017039,1.5574678825935457,1329,P2,all
69,0.0493623337046532,0.7334488072143357,1329,P2,all
72,0.03502947387192919,0.21075249144391722,1329,P2,all
75,0.06290312994916782,0.7959610270512446,1329,P2,all
78,0.05629615446930538,0.4479674839521377,1329,P2,all
81,0.09035014500774873,1.9463860473433603,1329,P2,all
84,0.048978161077295704,0.6553686856130121,1328,P2,all
87,0.076616250068144,1.2099461458819931,1328,P2,all
90,0.08291699718134388,1.6978351093833028,1328,P2,all
93,0.02690243662229632,0.17091302744501044,1328,P2,all
96,0.03633578198074739,0.44423281628954814,1328,P2,all
99,0.05535154896079634,0.9789263539954228,1328,P2,all
102,0.032278144330477467,0.23261891976380653,1328,P2,all
105,0.036289285104082185,0.2291584820073683,1328,P2,all
108,0.07776988952444934,1.8267063706833273,1328,P2,all
111,0.057957073763564654,1.1758770882782432,1328,P2,all
114,0.035700697736901155,0.25222412698895463,1328,P2,all
117,0.05998574561531868,0.9359926681353269,1328,P2,all
120,0.10448040014865087,5.721533085977134,1328,P2,all
123,0.0746066216062851,1.4658520857815749,1328,P2,all
126,0.033897066376926334,0.3359805900852288,1328,P2,all
129,0.05294933696724968,1.0875138244055362,1328,P2,all
132,0.08379455965914727,4.6497906375994145,1328,P2,all
135,0.08285137305500354,1.8872876341944307,1328,P2,all
138,0.029839512331550674,0.22399882215631758,1328,P2,all
141,0.027316572017930044,0.21266394383738013,1328,P2,all
144,0.06186019785663806,1.8043936511998175,1328,P2,all
147,0.04897469036636218,1.0407550506240697,1326,P2,all
150,0.03543102992783846,0.2403952067745055,1325,P2,all
153,0.055464196046366966,1.3916671043593454,1326,P2,all
156,0.056063358269462085,0.8407920742780907,1325,P2,all
159,0.055251075674944194,0.9590508635219521,1325,P2,all
162,0.03162841786869112,0.2060090970440871,1324,P2,all
165,0.045644449958358715,0.7279749598866151,1324,P2,all
168,0.04836175168528113,0.7328989313912474,1324,P2,all
171,0.02745095762965773,0.3685964452607967,1323,P2,all
174,0.02746526912309023,0.2143262525561077,1323,P2,all
177,0.06554037437761981,1.5906738014462216,1323,P2,all
180,0.033162817594417596,0.3476133863294198,1323,P2,all
183,0.03569942481022359,0.6445830708799134,1323,P2,all
186,0.035345225364355234,0.5380747244600476,1322,P2,all
189,0.09189951832047294,2.903480200438965,1322,P2,all
192,0.061393628331551396,1.3971890936172062,1322,P2,all
195,0.06183201418791148,2.3178102071384337,1321,P2,all
198,0.05033556657859574,2.093396323766863,1319,P2,all
201,0.0745386118118683,3.331743890949104,1320,P2,all
204,0.057275789459749454,1.749752182377645,1318,P2,all
207,0.030350099119145716,0.22628240329640936,1319,P2,all
210,0.03634629663603726,0.5294016963159163,1315,P2,all
213,0.03858324126928338,0.5530582993909644,1316,P2,all
216,0.049195378031396064,0.9486408371546449,1315,P2,all
219,0.008925687416264157,0.02673083581998674,1315,P2,all
222,0.052259664455592374,1.5013117717062006,1313,P2,all
225,0.03325305373957526,0.6956759658795759,1312,P2,all
228,0.02980111470775445,0.6965554069616352,1309,P2,all
231,0.0030204237185605456,0.0061439401016891715,1308,P2,all
234,0.04993772949272725,0.7595205846744385,1309,P2,all
237,0.026608663052195558,0.22497143768671682,1302,P2,all
240,0.037932875829187196,0.8491753279394477,1291,P2,all
243,0.02012691249678642,0.167644927510109,1273,P2,all
246,0.02474527828872905,0.2433251291437431,1262,P2,all
249,0.022626104069165404,0.15969376960937984,1246,P2,all
252,0.019295792767252903,0.182587936617702,1247,P2,all
255,0.018128499755435137,0.162462311869352,1247,P2,all
258,0.02872104800369297,0.585575192977508,1246,P2,all
261,0.03190785322735459,0.3488728988096503,1247,P2,all
