group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.001978140545064152,0.0746480844224,0.453972736009,458.970360211,6.0815055004,208.360030172,9.49385802754e-06,5.77369498145e-05,0.0264995486538,0.3637629608
