group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0013231203728492355,0.0845321030484,0.210416333732,138.198954364,2.48918844018,29.0793173028,4.55003932544e-05,0.000113259052913,0.0156522826847,0.30025974151
