l,m,v,n,t,b
0,0.0010738251097784667,2.7009145879712344e-05,1333,Ks,all
3,0.18093159353596927,2.1364187535173866,1333,P2,all
6,0.13606662243089068,1.7799295095356011,1333,P2,all
9,0.11890085408167078,1.3323454273382414,1333,P2,all
12,0.10563544076539427,1.1924718880505158,1333,P2,all
15,0.11183580588818598,0.8529305062462791,1333,P2,all
18,0.12522737946350915,1.423566894213291,1333,P2,all
21,0.10151221921195888,1.325547854323886,1333,P2,all
24,0.1382131358093933,2.166966437840874,1333,P2,all
27,0.11203401696324752,1.6832272538352238,1333,P2,all
30,0.10462359973331718,1.3673902805222706,1333,P2,all
33,0.1100065485410047,0.8895589843369175,1333,P2,all
36,0.10204102114794975,0.8909872656174026,1333,P2,all
39,0.08497609441430395,0.8055515543997039,1333,P2,all
42,0.12537608744761322,1.8061014749928626,1333,P2,all
45,0.10333108875403273,1.0904924292537583,1333,P2,all
48,0.10059515640385033,1.3351786496694684,1333,P2,all
51,0.09818933780957316,1.311364595153,1333,P2,all
54,0.09446304115982862,0.9268707074326041,1333,P2,all
57,0.10112478057174806,0.9886920881356768,1333,P2,all
60,0.08666850485069487,0.6148596293035365,1333,P2,all
63,0.07271021697145255,0.4821941886665891,1333,P2,all
66,0.08371099886960325,0.5053196088781735,1333,P2,all
69,0.07719295480962741,0.4594181961123094,1333,P2,all
72,0.09762386251732805,0.7670900000873432,1333,P2,all
75,0.0859864329385707,0.5302164622711979,1333,P2,all
78,0.10180716683718923,1.1742898868456688,1333,P2,all
81,0.08631078840576342,0.8332943623491302,1333,P2,all
84,0.08162659026058382,0.6897779414724728,1332,P2,all
87,0.08383823223968374,0.7324574699491957,1332,P2,all
90,0.0751114213845879,0.3872679656509827,1332,P2,all
93,0.07389772240320357,0.4033281520551728,1331,P2,all
96,0.06200883944677664,0.30020430465239334,1331,P2,all
99,0.06273773962085757,0.23543884428147444,1331,P2,all
102,0.07158653483337013,0.3362530171829873,1331,P2,all
105,0.06604396596284412,0.5011956752407687,1331,P2,all
108,0.06588921381350493,0.3426408462173308,1331,P2,all
111,0.05743302380109708,0.24209001992251747,1331,P2,all
114,0.06654443008816634,0.29420781157972614,1331,P2,all
117,0.058523721144537806,0.20614185934156035,1331,P2,all
120,0.06393909093920176,0.24836215037962137,1331,P2,all
123,0.07066693654363891,0.3035818743740688,1331,P2,all
126,0.06141348716215934,0.21672158025483626,1331,P2,all
129,0.0673813945357539,0.310060746037795,1330,P2,all
132,0.05602684723146784,0.18456617783534732,1330,P2,all
135,0.05911062782754194,0.2566608084674553,1330,P2,all
138,0.07012361284132135,0.3026031335658055,1329,P2,all
141,0.053412620443560405,0.18947704279075375,1329,P2,all
144,0.05872160444856581,0.23599455370878178,1329,P2,all
147,0.058377504297940475,0.18517532047180862,1329,P2,all
150,0.054073773030228846,0.18932378575289935,1329,P2,all
153,0.05297738035698203,0.1841309980491145,1329,P2,all
156,0.05216216112395334,0.1654705812262238,1329,P2,all
159,0.050258337813748714,0.16070263395185272,1329,P2,all
162,0.05053897947723744,0.1563038546591707,1329,P2,all
165,0.05691340785690184,0.17389365695097195,1329,P2,all
168,0.04461051834318899,0.11070755110182208,1329,P2,all
171,0.04713203990780352,0.1298541770125983,1328,P2,all
174,0.05168514370694467,0.1482408441473621,1328,P2,all
177,0.042661716885702666,0.12307760667693846,1328,P2,all
180,0.043651231639844364,0.14312936956039643,1328,P2,all
183,0.04299728971026557,0.12894711285656238,1328,P2,all
186,0.055170453261376595,0.19192975699625117,1328,P2,all
189,0.04807423652758841,0.15492365010582734,1326,P2,all
192,0.04214818799211264,0.10681859214202492,1326,P2,all
195,0.04731851973104519,0.23653314741625836,1326,P2,all
198,0.04069774297697417,0.09754586405607392,1326,P2,all
201,0.05327715193217172,0.2621083237905745,1325,P2,all
204,0.05726727735016883,0.25313422010772624,1325,P2,all
207,0.040510300428201376,0.12220744255214887,1324,P2,all
210,0.04486202988082125,0.20503278456316695,1322,P2,all
213,0.04599224664167441,0.15832496577407115,1321,P2,all
216,0.03738448373637763,0.14336892217840005,1320,P2,all
219,0.03595670937805805,0.11136999576338041,1319,P2,all
222,0.039385096729523256,0.16782960441269446,1319,P2,all
225,0.05104105499444007,0.2803823329665543,1319,P2,all
228,0.03898400405998044,0.1385185812254121,1316,P2,all
231,0.041951059184028416,0.12606858790254818,1315,P2,all
234,0.03491185524153677,0.12587396162703157,1313,P2,all
237,0.04410097011142059,0.19538156757964384,1309,P2,all
240,0.05780852368219684,0.30968020504039034,1308,P2,all
243,0.04264823666239352,0.2421430909176401,1305,P2,all
246,0.04653901466299325,0.205622196098711,1278,P2,all
249,0.05442713249700684,0.29749843453601027,1235,P2,all
252,0.051706282066992494,0.44199089675086783,1235,P2,all
255,0.04498571388629933,0.35529546130782685,1235,P2,all
258,0.035702208223347555,0.09968070347431887,1234,P2,all
261,0.04526951426967415,0.16083714122766854,1232,P2,all
264,0.04358576880915181,0.1790199017397729,1231,P2,all
267,0.04737262165760795,0.17809630309106866,1232,P2,all
270,0.038859795704027186,0.1264799932081454,1232,P2,all
