group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0011457566215296346,0.077938548866,0.0524820437959,171.743384575,0.673377225513,9.0134438309,0.000127116410001,8.55972954836e-05,0.0147007692368,0.312336521512
