group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_phi,sample_rho,qfactor
all,0.0026147765696505256,0.0871590114866,0.230769297935,615.747296784,2.64768145024,142.095571384,1.84015345741e-05,4.87214017479e-05,0.0300000714218,0.240928545206
