l,m,v,n,t,b
0,0.00041110490125248803,5.372344468798268e-06,1338,Ks,all
3,0.09654552279991511,2.1401543535984775,1338,P2,all
6,0.06367979500239909,0.9892530035846222,1338,P2,all
9,0.07495089168185314,0.9750350478437696,1338,P2,all
12,0.08837561586716337,1.6131172315904685,1338,P2,all
15,0.07528383520965856,1.059306240432612,1338,P2,all
18,0.07967222400455197,1.3814012920065948,1338,P2,all
21,0.06869953409583805,1.8321340527275691,1338,P2,all
24,0.06280517092260783,1.1101827182732282,1338,P2,all
27,0.07346888969292992,1.112953554991713,1338,P2,all
30,0.06329634604839614,0.750599907191687,1338,P2,all
33,0.047971563116310026,0.632720688601198,1338,P2,all
36,0.0558740529913689,0.8647728498470327,1338,P2,all
39,0.08553298503875709,1.5531304304888547,1338,P2,all
42,0.06852409218874339,1.4416970825043245,1338,P2,all
45,0.05105246140869016,1.0749025017867964,1338,P2,all
48,0.06860315161586372,2.005677428188469,1338,P2,all
51,0.046821017611966054,0.6665603362507857,1338,P2,all
54,0.07509551489849382,1.5729315767317673,1338,P2,all
57,0.04556669894391554,0.6562919415197979,1338,P2,all
60,0.061214671575300195,0.9613706366202596,1338,P2,all
63,0.0452819506688251,0.6666538122659104,1338,P2,all
66,0.07147456515876446,1.5511617381614209,1338,P2,all
69,0.038115959236886356,0.3362947816120043,1338,P2,all
72,0.04001191849110926,0.39286873207275136,1338,P2,all
75,0.02586193300587526,0.1989065908793224,1338,P2,all
78,0.013583692805299965,0.12000763763769336,1338,P2,all
81,0.020607655027244362,0.15289045366813375,1338,P2,all
84,0.03136501308113532,0.4756776825917361,1338,P2,all
87,0.03389182013890621,0.6071245934598923,1338,P2,all
90,0.03695773102746873,0.4426647343510461,1338,P2,all
93,0.03989729341035037,0.5654830554966191,1338,P2,all
96,0.03181471819696617,0.47165037567010915,1338,P2,all
99,0.012054545268740845,0.044770954824036334,1338,P2,all
102,0.03404337586263646,0.40002345636701125,1338,P2,all
105,0.04125808769893424,0.5574582923881143,1338,P2,all
108,0.013299904950224864,0.0712012845879608,1338,P2,all
111,0.009353814377602073,0.02488690021504287,1338,P2,all
