l,m,v,n,t,b
0,0.0003483244643732459,5.2761502489982405e-06,1331,Ks,all
3,0.16534715933641506,4.920830694273311,1331,P2,all
6,0.13938696269380893,3.7977116019321455,1331,P2,all
9,0.1515444183903953,5.978006538094098,1331,P2,all
12,0.06656417251461898,0.6429213596226596,1331,P2,all
15,0.1146760872378335,3.268812376340069,1331,P2,all
18,0.06981571937544633,1.3899555327857693,1331,P2,all
21,0.08235949308376841,1.8804840595236452,1331,P2,all
24,0.08659386895075197,1.7114228632495145,1331,P2,all
27,0.07158291718165581,1.438141596700923,1331,P2,all
30,0.06975368618822658,1.4021317960971666,1331,P2,all
33,0.050668356536917536,0.6500883430115335,1331,P2,all
36,0.08587878838717172,1.5169929140870486,1331,P2,all
39,0.051081483240983334,0.9019310349246272,1331,P2,all
42,0.0599297295249131,1.3401871273456416,1331,P2,all
45,0.09332929115579258,1.8735208678275892,1331,P2,all
48,0.05353691050750962,0.9077461723226659,1331,P2,all
51,0.061429659825471834,1.1934652364559524,1331,P2,all
54,0.03874574544109598,0.6159681361261578,1331,P2,all
57,0.04790371739715995,0.8058958883678295,1331,P2,all
60,0.05283446986120844,0.6258057178020748,1331,P2,all
63,0.03684338526339253,0.612822361642313,1331,P2,all
66,0.02646277207341912,0.28229020422987366,1331,P2,all
69,0.040578155358066546,0.6174479843765861,1331,P2,all
72,0.03624084075047779,0.5015941754006704,1331,P2,all
75,0.020906693576470292,0.11130181872688409,1331,P2,all
78,0.03900811663883367,0.6819812008101737,1331,P2,all
81,0.0328805396041929,0.40800745622312373,1330,P2,all
84,0.028638622998812566,0.32345262764304744,1330,P2,all
87,0.027404290562828882,0.3439650878558649,1330,P2,all
90,0.022079880874231995,0.21844423235563423,1330,P2,all
93,0.026268553657701164,0.2280811071492383,1330,P2,all
96,0.021241418281962993,0.15292146194366968,1330,P2,all
99,0.03391329185834011,0.3902252644394071,1330,P2,all
102,0.050091181786301245,1.0399484398237606,1330,P2,all
105,0.04877107722636933,0.9244349238446885,1330,P2,all
108,0.029063494065553648,0.2538456120203197,1330,P2,all
111,0.01669301532920927,0.134651518086875,1330,P2,all
114,0.03624897733159604,0.4214052271788224,1330,P2,all
117,0.02015673025446216,0.12539939488162197,1330,P2,all
120,0.021318394700031808,0.1632839631391655,1330,P2,all
123,0.027931320573665153,0.24316186341919516,1330,P2,all
126,0.03838878587791554,0.42487926998459036,1330,P2,all
129,0.03319467154643083,0.3410132184672616,1330,P2,all
132,0.012345225053150216,0.07116947476735054,1330,P2,all
135,0.010315873411893968,0.054901730560461486,1330,P2,all
138,0.01626571066090655,0.10676622776408139,1329,P2,all
141,0.014419335796281537,0.09146329540187745,1329,P2,all
144,0.010829740420777278,0.0642341134943408,1329,P2,all
147,0.016216579976502422,0.08704662121815739,1329,P2,all
150,0.00989975374584004,0.047537116357640054,1329,P2,all
153,0.014362390705398825,0.15165335978824376,1328,P2,all
156,0.008076136968016729,0.03216585934754715,1328,P2,all
159,0.012863759731703514,0.06090659442959738,1328,P2,all
162,0.01940799338393065,0.18088821966032614,1328,P2,all
165,0.011999358928856426,0.08867174555840077,1328,P2,all
168,0.019482937225849747,0.15204169811568585,1328,P2,all
171,0.008851291280738248,0.04717969850754384,1327,P2,all
174,0.013274673578418513,0.07112334851124548,1326,P2,all
177,0.021568677406733162,0.20154077540819532,1326,P2,all
180,0.014806171277596588,0.08352382725553462,1326,P2,all
183,0.016638586142385992,0.09386978105753838,1325,P2,all
186,0.01276122297797131,0.05675020289154493,1325,P2,all
189,0.008623864917594922,0.05025793492974992,1325,P2,all
192,0.010007118085926598,0.04774812975573497,1324,P2,all
195,0.00983268398559925,0.03900319078680041,1323,P2,all
198,0.015953800982041594,0.07763299895476165,1323,P2,all
201,0.011835708551424181,0.05435008802343496,1323,P2,all
204,0.02100624146042744,0.20390615487067457,1322,P2,all
207,0.013264052396009005,0.07729329429504346,1322,P2,all
210,0.014929651141285749,0.08774459448531366,1320,P2,all
213,0.02797336090482005,0.33645296667088603,1320,P2,all
216,0.01327354228947921,0.11862959115586427,1319,P2,all
219,0.015516688566911343,0.11602279390284256,1318,P2,all
222,0.019731687229924542,0.20148246868075398,1317,P2,all
225,0.010597052362748022,0.07239247234061041,1317,P2,all
228,0.009616075375098393,0.04929356084222931,1314,P2,all
231,0.01592641947395584,0.11482423180449165,1314,P2,all
234,0.010604295508289226,0.060816745846816456,1313,P2,all
237,0.032125449480156665,0.6604746049081254,1309,P2,all
240,0.023170580279393442,0.5998856011370539,1309,P2,all
243,0.012026398381690099,0.08233867354357358,1305,P2,all
246,0.009777401398941303,0.057925099410722096,1297,P2,all
249,0.0022859095654270377,0.0029800933080307355,1261,P2,all
252,0.0075101779212074435,0.021787346186044342,1261,P2,all
255,0.003969211797643107,0.013277840157753504,1261,P2,all
258,0.009517137541537046,0.0982794282415867,1261,P2,all
261,0.010364924245378082,0.06440893732815813,1260,P2,all
264,0.010413714109719219,0.05180576848388421,1260,P2,all
267,0.011222477403818326,0.052756098204420065,1260,P2,all
270,0.009147682793581934,0.05306554160670296,1259,P2,all
273,0.0012832118953103547,0.0010384616964088146,1258,P2,all
276,0.00876830256890017,0.03805933853931185,1258,P2,all
279,0.008361490545376604,0.035148049338150564,1258,P2,all
282,0.00535419441923626,0.02664691841155859,1258,P2,all
285,0.03277552466606236,0.7247565191920491,1258,P2,all
288,0.004207625855145066,0.012106804356237722,1257,P2,all
291,0.0031031617494104787,0.006717522867096463,1255,P2,all
294,0.012437232050291944,0.12059791228292115,1256,P2,all
297,0.0062423045372184205,0.016893961190619793,1255,P2,all
0,0.21761928625598023,2.673917615491863,1331,P4,all
3,0.038283198546618165,0.22560322789493847,1331,P4,all
6,0.030012850046243343,0.14693795114679903,1331,P4,all
9,0.03633386619712923,0.2395923145038595,1331,P4,all
12,0.02179986977712181,0.05169174454257379,1331,P4,all
15,0.026977158669418945,0.13249917621739551,1331,P4,all
18,0.02581772138692429,0.12472036052753721,1331,P4,all
21,0.023578033235482233,0.13923815140643833,1331,P4,all
24,0.02366103125464797,0.12281810573343546,1331,P4,all
27,0.020376230696401057,0.10606414626039827,1331,P4,all
30,0.020444787996172626,0.08426825621723213,1331,P4,all
33,0.021396536750427683,0.07880505406814609,1331,P4,all
36,0.021409852170743357,0.09696285627534958,1331,P4,all
39,0.0177140910664929,0.09236266460880524,1331,P4,all
42,0.021694781051718168,0.1488609587509451,1331,P4,all
45,0.024768683084757784,0.11814649981135213,1331,P4,all
48,0.020876136055117192,0.09485202228758775,1331,P4,all
51,0.019094254502501573,0.08567073381233319,1331,P4,all
54,0.013108685317461838,0.0440484042940785,1331,P4,all
57,0.015838328102706408,0.06841634472199383,1331,P4,all
60,0.01649615827733281,0.054804835897799886,1331,P4,all
63,0.013630782395563038,0.060057381833747515,1331,P4,all
66,0.013542216323181875,0.04634326403222393,1331,P4,all
69,0.01285286773850865,0.042137903870877944,1331,P4,all
72,0.01185700377803036,0.038936335583366524,1331,P4,all
75,0.009299399597682247,0.022826429391647373,1331,P4,all
78,0.015243922886833626,0.06470436945893228,1331,P4,all
81,0.014728566875325663,0.055643121694249634,1331,P4,all
84,0.013700100952982795,0.04913752205348908,1331,P4,all
87,0.01154859634674491,0.045549038846627074,1331,P4,all
90,0.010208970414373157,0.024867213306347908,1331,P4,all
93,0.010321733769219018,0.0218548915401497,1330,P4,all
96,0.008813619562766497,0.022404804798107383,1330,P4,all
99,0.014031551601749775,0.037415034981132335,1330,P4,all
102,0.01392477285299058,0.049424059766978445,1330,P4,all
105,0.012488604992288111,0.04471090287273995,1330,P4,all
108,0.008699546399313904,0.01950223073068237,1330,P4,all
111,0.005097000896202659,0.008409495147077655,1330,P4,all
114,0.01089474153378758,0.02658725974392948,1330,P4,all
117,0.008654221558894355,0.019146901249275653,1330,P4,all
120,0.008386883976124596,0.01779069981802075,1330,P4,all
123,0.009193951224356315,0.01709672413173377,1330,P4,all
126,0.010647743569211608,0.022476554510072924,1330,P4,all
129,0.00843683218524741,0.02053890202386243,1330,P4,all
132,0.0062887221704405576,0.012087368053203991,1330,P4,all
135,0.0074263453242053995,0.015628666084317903,1330,P4,all
138,0.00841123185489387,0.016231509023522554,1329,P4,all
141,0.006529966652922798,0.012842242654259968,1329,P4,all
144,0.004462049482295473,0.010249532475550324,1329,P4,all
147,0.007174220556393844,0.017401940246833607,1329,P4,all
150,0.004073151996257106,0.006769334604097135,1329,P4,all
153,0.005906338242880002,0.009958773629575104,1328,P4,all
156,0.005833820358488742,0.011833565373161171,1328,P4,all
159,0.005268460930098426,0.007219765650351453,1328,P4,all
162,0.007436909474298077,0.014758342345760561,1328,P4,all
165,0.006061669048047486,0.017837079470766033,1328,P4,all
